name,zipcode,email
SAINT-PHILIPPE-DU-SEIGNAL,33,mairie.st.philippe.de.seignal@wanadoo.fr
SAINT-PIERRE-D'AURILLAC,33,commune-de-st-pierre-daurillac@wanadoo.fr
SAINT-PIERRE-DE-BAT,33,mairie.st.pierre.de.bat@wanadoo.fr
SAINT-PIERRE-DE-MONS,33,mairie-stpierredemons@wanadoo.fr
SAINT-QUENTIN-DE-BARON,33,mairie.sqdb2@wanadoo.fr
SAINT-QUENTIN-DE-CAPLONG,33,m.mairie7@aliceadsl.fr
SAINT-ROMAIN-LA-VIRVEE,33,mairiestromainlavirvee@wanadoo.fr
SAINT-SAUVEUR,33,saint-sauveur-medoc@wanadoo.fr
SAINT-SAUVEUR-DE-PUYNORMAND,33,mairiesaintsauveurdepuynormand@wanadoo.fr
SAINT-SAVIN,33,mairie-saint-savin@wanadoo.fr
SAINT-SELVE,33,adm@mairie-saintselve.fr
SAINT-SEURIN-DE-BOURG,33,mairie.stseurindebourg@wanadoo.fr
SAINT-SEURIN-DE-CADOURNE,33,mairiesaintseurincadourne@orange.fr
SAINT-SEURIN-DE-CURSAC,33,mairie-st-seurin-de-cursac@wanadoo.fr
SAINT-SEURIN-SUR-L'ISLE,33,mairie@stseurinsurlisle.com
SAINT-SEVE,33,saint-seve@wanadoo.fr
SAINT-SULPICE-DE-FALEYRENS,33,mairie.faleyrens@wanadoo.fr
SAINT-SULPICE-DE-GUILLERAGUES,33,msaintsulpice@wanadoo.fr
SAINT-SULPICE-DE-POMMIERS,33,mairie-st-sulpice-de-pommiers@wanadoo.fr
SAINT-SULPICE-ET-CAMEYRAC,33,mairiesaintsulpiceetcameyrac@wanadoo.fr
SAINT-SYMPHORIEN,33,commune.de.saint-symphorien@wanadoo.fr
SAINT-TROJAN,33,mairiest-trojan2@wanadoo.fr
SAINT-VINCENT-DE-PAUL,33,mairie.svp33@wanadoo.fr
SAINT-VINCENT-DE-PERTIGNAS,33,stvincentdepertignas.mairie@wanadoo.fr
SAINT-VIVIEN-DE-BLAYE,33,mairiesaintviviendeblaye@orange.fr
SAINT-VIVIEN-DE-MEDOC,33,mairiestviviendemedoc@wanadoo.fr
SAINT-VIVIEN-DE-MONSEGUR,33,saint-vivien-de-monsegur@wanadoo.fr
SAINT-YZAN-DE-SOUDIAC,33,commune-st.yzan.de.soudiac@orange.fr
SAINT-YZANS-DE-MEDOC,33,mairie.yzans@wanadoo.fr
SALAUNES,33,salaunes.mairie@wanadoo.fr
SALIGNAC,33,mairie-salignac@wanadoo.fr
SALLEBOEUF,33,mairiedesalleboeuf@wanadoo.fr
SALLES,33,mairie.de.salles@wanadoo.fr
SAMONAC,33,mairie.samonac@wanadoo.fr
SAUCATS,33,mairie-saucats@wanadoo.fr
SAUGON,33,mairie.saugon@wanadoo.fr
SAUMOS,33,mairie.saumos@orange.fr
SAUTERNES,33,mairie@sauternes.com
SAUVETERRE-DE-GUYENNE,33,sauveterre.mairie@wanadoo.fr
SAUVIAC,33,mairie-de-sauviac@wanadoo.fr
SAVIGNAC,33,savignac3@wanadoo.fr
SAVIGNAC-DE-L'ISLE,33,mairie-de-savignac@wanadoo.fr
SEMENS,33,mairie.semens@wanadoo.fr
SENDETS,33,mairie.sendets33@wanadoo.fr
SIGALENS,33,mairie.sigalens@wanadoo.fr
SILLAS,33,mairiedesillas@wanadoo.fr
SOULAC-SUR-MER,33,contact@mairie-soulac.fr
SOULIGNAC,33,mairie.soulignac@wanadoo.fr
SOUSSAC,33,soussac@wanadoo.fr
SOUSSANS,33,mairie.soussans33@wanadoo.fr
TABANAC,33,mairie.tabanac@wanadoo.fr
TAILLECAVAT,33,taillecavat@orange.fr
TALAIS,33,mairietalais@wanadoo.fr
TALENCE,33,pcarbo@talence.fr
TARGON,33,mairie.targon@wanadoo.fr
TARNES,33,mairietarnes@wanadoo.fr
TAURIAC,33,mairiedetauriac2@wanadoo.fr
TAYAC,33,mairiedetayac@orange.fr
TEUILLAC,33,mairieteuillac@fr.fm
TIZAC-DE-CURTON,33,mairie.tizac.de.curton@wanadoo.fr
TIZAC-DE-LAPOUYADE,33,mairie.tizac.de.lapouyade@wanadoo.fr
TOULENNE,33,mairie.toulenne@wanadoo.fr
TRESSES,33,webmaster@tresses.org
UZESTE,33,mairie-uzeste@wanadoo.fr
VALEYRAC,33,VALEYRAC@wanadoo.fr
VAYRES,33,postmaster@mairie-vayres.fr
VENDAYS-MONTALIVET,33,mairie@vendaysmontalivet.com
VENSAC,33,mairiedevensac@vensac-medoc.com
VERAC,33,mairiedeverac@wanadoo.fr
VERDELAIS,33,mairie-de-verdelais@wanadoo.fr
VERTHEUIL,33,communedevertheuil@orange.fr
VIGNONET,33,mairie.vignonet@wanadoo.fr
VILLANDRAUT,33,mairiedevillandraut@wanadoo.fr
VILLEGOUGE,33,mairie.villegouge@wanadoo.fr
VILLENAVE-DE-RIONS,33,mairie.villenavederions@cc-artolie.fr
VILLENAVE-D'ORNON,33,communication@mairie-villenavedornon.fr
VILLENEUVE,33,mairie.villeneuve33@wanadoo.fr
VIRELADE,33,mairie.virelade@wanadoo.fr
VIRSAC,33,mairie.virsac@wanadoo.fr
YVRAC,33,yvrac.mairie@wanadoo.fr
